Sunderland,1,Pantillimon,Costel
Sunderland,2,Jones,Billy
Sunderland,3,van Aanholt,Patrick
Sunderland,4,Bridcutt,Liam
Sunderland,5,Brown,Wes
Sunderland,6,Cattermole,Lee
Sunderland,7,Larsson,Sebastian
Sunderland,8,Rodwell,Jack
Sunderland,9,Fletcher,Stephen
Sunderland,10,Wickham,Connor
Sunderland,11,Johnson,Adam
Sunderland,14,Gomez,Jordi
Sunderland,16,O'Shea,John
Sunderland,17,Altidore,Jozy
Sunderland,18,Mavrias,Charalampos
Sunderland,19,Graham,Danny
Sunderland,23,Giaccherini,Emanuele
Sunderland,25,Mannone,Vito
Sunderland,27,Vergini,Santiago
Sunderland,29,Roberge,Valentin
Sunderland,30,Buckley,Will
Sunderland,38,Mandron,Mikael
Sunderland,40,Smith,Martin
Sunderland,41,Watmore,Duncan
Sunderland,42,Agnew,Liam
